"player_api_id","player_name","overall_rating","gk_rating","appearances","league_no"
"5457",97732,"Jan-Philipp Kalla",65,54,4,1
"5458",97734,"Daniel Schwaab",75,45,166,1
"5459",97737,"Srdjan Baljak",72,111,1,1
"5460",97746,"Jens Grahl",70,340,12,1
"5461",97747,"Nicolai Mueller",77,44,116,1
"5462",97752,"Timo Gebhart",77,49,64,1
"5463",97762,"Takashi Inui",75,52,83,2
"5464",97789,"Eros Pisano",72,54,95,1
"5465",97810,"Nikola Vujadinovic",70,91,13,1
"5466",97865,"Mario Fernandez Cuesta",68,338,13,1
"5467",97932,"Mohamed Shawky",68,102,11,1
"5468",97988,"Wilson Palacios",80,157,91,1
"5469",97992,"Eric Odhiambo",61,48,21,1
"5470",98027,"Pavel Vidanov",65,40,64,1
"5471",98057,"Shaleum Logan",68,49,84,2
"5472",98058,"Jay Simpson",71,100,9,1
"5473",98209,"Niklas Baerkroth",68,55,5,1
"5474",98220,"Teofilo Gutierrez",79,57,20,1
"5475",98242,"Boris Godal",58,52,6,1
"5476",98254,"Yuto Nagatomo",79,61,139,1
"5477",98361,"Fabio Pacheco",70,58,29,1
"5478",98363,"Jorginho Sousa",66,42,26,1
"5479",98368,"Robson",70,51,112,2
"5480",98369,"Miguel Sandro",70,146,27,1
"5481",98374,"Diogo Rosado",66,52,15,1
"5482",98375,"Diogo Viana",70,60,59,2
"5483",98382,"Andre Marques",71,150,59,2
"5484",98383,"Bruno Miguel",70,49,44,1
"5485",98385,"Marco Soares",63,50,31,1
"5486",98401,"Chiro N'Toko",64,42,5,1
"5487",98407,"Jeremy Bokila",70,61,3,1
"5488",98959,"Josh Law",61,53,56,1
"5489",98997,"Levan Kenia",70,44,4,1
"5490",99031,"Zoran Tosic",80,56,9,1
"5491",99047,"David Zurutuza",77,51,119,1
"5492",99054,"Diego Ifran",73,60,16,1
"5493",99306,"Melvin Platje",67,42,39,1
"5494",99320,"Toze Marreco",72,59,3,1
"5495",99323,"Erik Bakker",68,53,68,1
"5496",99333,"Jose Manuel Casado",75,69,109,1
"5497",100033,"Alvaro Pereira",80,45,102,3
"5498",101041,"Marcos",67,128,12,1
"5499",101042,"Aaron Meijers",69,54,167,1
"5500",101070,"Gregory Arnolin",78,57,97,2
"5501",101091,"Nelson",66,65,18,1
"5502",101103,"Fernando",80,50,164,2
"5503",101192,"James McCarthy",80,54,234,2
"5504",101197,"Djalma",73,46,61,1
"5505",101201,"Felipe",75,50,97,2
"5506",101419,"Odion Ighalo",77,57,76,3
"5507",101422,"Diego Perotti",80,138,136,2
"5508",101426,"Jefferson",69,118,7,1
"5509",101434,"Felipe Pardo",78,53,44,1
"5510",101501,"Kyriakos Papadopoulos",79,52,67,1
"5511",101503,"Gilles Binya",71,135,49,2
"5512",101584,"Cassio",78,389,9,1
"5513",101586,"Freek Heerkens",65,65,16,1
"5514",101588,"Jonathan Reis",75,53,44,1
"5515",101589,"Genero Zeefuik",68,54,54,1
"5516",101590,"Oier Olazabal",70,353,17,1
"5517",101920,"Jonathan Lopez",66,312,4,1
"5518",101969,"Dame N'Doye",80,55,18,1
"5519",101982,"Javi Flores",64,44,1,1
"5520",101983,"Manu Herrera",76,374,35,1
"5521",102002,"Asier Goiria",71,132,27,1
"5522",102290,"Guyon Fernandez",68,48,71,1
"5523",102301,"Tunay Torun",74,47,30,1
"5524",102356,"Neil Taylor",74,67,112,1
"5525",102374,"Mario Martinez",69,142,17,2
"5526",102394,"Alberto Garcia",70,351,6,1
"5527",102572,"Adrian Colunga",76,38,101,1
"5528",102602,"Will Atkinson",61,48,2,1
"5529",102612,"Antonio Apono",76,145,120,1
"5530",102614,"Manuel Castro Pavon",68,128,12,1
"5531",102619,"Mario Bermejo",76,101,51,1
"5532",102620,"Carlos Martinez",78,49,116,1
"5533",102622,"Markel Bergara",77,63,116,1
"5534",102623,"Borja Viguera",74,43,13,1
"5535",102626,"Vasco Fernandes",69,54,35,1
"5536",102628,"Cristian Bustos",69,45,2,1
"5537",102630,"Sergio Pelegrin",75,54,23,1
"5538",102631,"David Rodriguez",72,52,3,1
"5539",102658,"Eke Uzoma",67,132,1,1
"5540",102699,"Foued Kadir",75,55,97,2
"5541",102716,"Helder Tiago Guedes",72,53,33,1
"5542",102719,"Stefan Nijland",69,59,57,1
"5543",102725,"Fouad Idabdelhay",67,124,19,1
"5544",102777,"Manuel Pascali",67,42,191,1
"5545",102879,"Salva Sevilla",75,60,72,1
"5546",102912,"Carlos Calvo",71,143,26,1
"5547",103089,"Rodnei",75,56,55,1
"5548",103139,"Diego Buonanotte",77,64,19,1
"5549",103218,"Ciprian Tatarusanu",75,376,46,1
"5550",103266,"Davide Astori",80,50,222,1
"5551",103372,"Elinton Andrade",69,348,2,1
"5552",103386,"Raul Rusescu",72,44,12,1
"5553",103419,"Andy King",70,37,25,1
"5554",103424,"Gabriel Torje",74,56,45,2
"5555",103428,"Costel Pantilimon",76,378,52,1
"5556",103450,"Yevheniy Konoplyanka",82,49,15,1
"5557",103468,"Johny Placide",75,371,50,1
"5558",103470,"Jean-Armel Kana-Biyik",76,59,148,1
"5559",103482,"Bouchaib El Moubarki",60,114,5,1
"5560",103485,"Jules Stephane Goda",61,309,3,1
"5561",103487,"Kafoumba Coulibaly",72,50,91,1
"5562",103684,"Michael Zullo",67,43,21,1
"5563",103686,"Robbie Kruse",74,61,35,1
"5564",103691,"Felipe Saad",66,125,19,1
"5565",103714,"Herve Bazile",70,47,30,1
"5566",103846,"Stephan Andrist",66,46,75,1
"5567",103862,"Milos Krstic",64,65,10,1
"5568",103866,"Adamo Coulibaly",73,42,28,1
"5569",103869,"Younousse Sankhare",75,54,143,1
"5570",103882,"Manuel Pamic",67,55,2,1
"5571",103888,"Ben Hutchinson",64,107,3,1
"5572",103899,"Siem de Jong",78,56,130,2
"5573",103904,"Emilio Nsue",73,56,78,1
"5574",103905,"Juanfran",74,59,91,1
"5575",103941,"Facundo Parra",71,52,3,1
"5576",103964,"Arnold Bouka Moutou",70,60,12,1
"5577",104002,"Tony Varela",63,67,19,1
"5578",104003,"Jerge Hoefdraad",62,53,4,1
"5579",104010,"Gerson Sheotahul",64,45,29,1
"5580",104033,"Ruud Boffin",73,368,6,2
"5581",104045,"Bas Dost",79,52,153,2
"5582",104377,"Teddy Chevalier",72,62,119,2
"5583",104378,"Bojan Jorgacevic",72,350,102,1
"5584",104382,"Roberto Rosales",76,58,200,3
"5585",104384,"Sebastien Bruzzese",69,352,18,1
"5586",104386,"Vusumuzi Prince Nyoni",67,47,97,1
"5587",104388,"Cyprien Baguette,23",58,292,24,1
"5588",104389,"Geoffrey Mujangi Bia",75,67,54,3
"5589",104392,"Brice Jovial",72,50,22,1
"5590",104404,"Nill De Pauw",71,56,101,2
"5591",104406,"Benjamin Mokulu Tembe",70,73,53,1
"5592",104410,"Robin Henkens",66,68,49,1
"5593",104411,"David Hubert",70,59,115,1
"5594",104415,"Giel Deferm",63,51,45,1
"5595",104432,"Georgi Makaridze",61,320,2,1
"5596",104434,"Levan Mchedlidze",71,55,9,1
"5597",104482,"Daryl Janmaat",77,50,203,2
"5598",104646,"Dario Lezcano",71,50,127,2
"5599",104744,"Riccardo Cazzola",72,41,16,1
"5600",104778,"Lorenzo Pasciuti",71,40,19,1
"5601",104911,"Jem Karacan",72,49,21,1
"5602",104986,"Andres Fernandez",79,384,149,1
"5603",105022,"Simon Church",67,53,13,1
"5604",105327,"Lauri Dalla Valle",70,105,5,1
"5605",105351,"Simao",75,58,82,1
"5606",105526,"Adrian Mrowiec",64,52,86,2
"5607",105535,"Kamil Wilczek",70,49,98,2
"5608",105548,"Abel Hernandez",78,43,57,2
"5609",105610,"Magnus Eriksson",71,54,2,1
"5610",105680,"John Bostock",70,136,24,1
"5611",105695,"Gal Shish",64,53,17,1
"5612",105826,"Gavin Hoyte",67,106,1,1
"5613",105827,"Fran Merida",74,46,8,2
"5614",105828,"Rafael",75,363,69,1
"5615",105919,"Nacer Barazite",74,58,38,1
"5616",105925,"Angel Montoro",70,64,5,1
"5617",106013,"Bakary Sare",77,55,46,2
"5618",106175,"Diego Angelo",73,57,48,1
"5619",106228,"Victor Moses",76,51,97,1
"5620",106286,"Luis Fernando Duarte Nunes,32",70,127,34,1
"5621",106292,"Filip Djordjevic",80,48,61,2
"5622",106294,"Ivan Kelava",72,354,10,1
"5623",106309,"Carlos Zambrano",77,60,130,1
"5624",106369,"Nikita Rukavytsya",70,41,30,2
"5625",106373,"Guus Joppen",66,65,44,1
"5626",106474,"Rydell Poepon",69,59,165,1
"5627",106559,"Martin Zeman",66,45,14,1
"5628",106600,"Gaston Sangoy",71,62,21,1
"5629",106640,"Demetris Christofi",72,46,37,1
"5630",106641,"Pavle Popara",60,44,2,1
"5631",106910,"Ryan Shotton",71,51,34,1
"5632",107001,"Pavels Steinbors",66,331,47,1
"5633",107066,"Sanel Jahic",72,54,28,2
"5634",107132,"Beram Kayal",76,44,64,1
"5635",107216,"Ched Evans",69,117,3,1
"5636",107280,"Ashley Barnes",71,47,28,1
"5637",107281,"Zoltan Stieber",73,44,35,1
"5638",107283,"Liam Hughes",46,93,4,1
"5639",107408,"Bira Dembele",63,61,15,1
"5640",107415,"Rudy Gestede",73,48,14,1
"5641",107416,"Badis Lebbihi",54,116,1,1
"5642",107417,"Eden Hazard",89,45,240,2
"5643",107502,"Armin Bacinovic",77,60,36,1
"5644",107588,"Theodor Gebre Selassie",76,48,100,1
"5645",107717,"Artem Kravets",73,52,5,1
"5646",107792,"Artis Lazdins",60,60,18,1
"5647",107806,"Didier Ovono",70,349,85,2
"5648",107848,"Krzysztof Maczynski",68,47,82,1
"5649",107920,"Nils Petersen",76,48,58,1
"5650",107929,"Alberto Botia",77,52,133,1
"5651",107930,"Victor Sanchez Mata",76,47,184,2
"5652",107983,"Kevin Koffi",64,41,19,1
"5653",107987,"Nicolas Lodeiro",78,61,5,1
"5654",107994,"Denis Halilovic",65,41,15,1
"5655",108038,"Georginio Wijnaldum",80,54,207,2
"5656",108075,"Elderson",75,68,110,2
"5657",108381,"Milan Djuric",67,43,17,1
"5658",108401,"Mate Jajalo",73,42,101,2
"5659",108451,"Milan Vilotic",71,60,96,1
"5660",108461,"Yohandry Orozco",68,52,5,1
"5661",108521,"Saif Ghezal",69,50,73,1
"5662",108524,"Ammar Jemal",75,63,35,2
"5663",108525,"Amine Mohamed Chermiti",70,42,81,2
"5664",108535,"Moussa Narry",74,144,41,1
"5665",108568,"Ever Banega",82,154,149,1
"5666",108572,"David Lomban",74,63,88,1
"5667",108760,"Stewart Murdoch",56,47,14,1
"5668",108807,"Paulo Henrique",72,121,34,2
"5669",108808,"Mario Balotelli",84,44,116,2
"5670",108809,"Kike Sola",74,26,54,1
"5671",108917,"James Gibson",63,129,7,1
"5672",108956,"Ivan Fatic",67,55,3,1
"5673",108994,"Vegar Eggen Hedenstad",71,49,9,1
"5674",109058,"Jack Rodwell",77,52,84,1
"5675",109060,"Sergio Romero",78,392,101,4
"5676",109061,"Ruud Vormer",76,49,148,2
"5677",109065,"Wilfried Moimbe",69,56,15,1
"5678",109087,"Marc Pfitzner",67,55,6,1
"5679",109088,"Jan Washausen",60,60,1,1
"5680",109121,"Alberto Paloschi",77,58,132,2
"5681",109147,"Gary Irvine",64,49,78,1
"5682",109191,"Craig Reid",62,57,32,1
"5683",109222,"Vicente Guaita",80,397,138,1
"5684",109280,"Sloan Privat",71,52,62,1
"5685",109281,"Pape M'Bow",64,57,2,1
"5686",109288,"Ruud Boymans",73,61,53,1
"5687",109298,"Mauricio Isla",80,42,174,3
"5688",109330,"Yann M'Vila",82,60,158,3
"5689",109331,"Jose Nadson",68,48,37,1
"5690",109332,"Wallace",65,45,27,1
"5691",109338,"Marco Davide Faraoni",74,59,12,1
"5692",109434,"Martyn Waghorn",67,57,1,1
"5693",109491,"Jay Rodriguez",77,63,57,1
"5694",109588,"Mohamed Chalali",60,44,4,1
"5695",109589,"Benjamin Police",52,109,2,1
"5696",109590,"Mohamed Youssouf",55,118,2,1
"5697",109615,"Omer Toprak",81,57,151,1
"5698",109621,"Steven Nzonzi",79,68,206,2
"5699",109622,"Scott Fox",62,305,70,1
"5700",109637,"Jacob Lensky",70,54,55,1
"5701",109638,"Leroy Fer",76,56,174,2
"5702",109639,"Jordy Buijs",67,42,154,1
"5703",109647,"Vito Wormgoor",69,59,156,1
"5704",109648,"Mitchell Donald",71,55,95,1
"5705",109649,"Jan-Arie van der Heijden",74,44,190,1
"5706",109650,"Marco van Duin",60,295,3,1
"5707",109651,"Gregory van der Wiel",78,41,177,2
"5708",109652,"Vurnon Anita",75,58,175,2
"5709",109653,"John Goossens",72,48,64,1
"5710",109786,"Marc McAusland",63,55,148,1
"5711",109897,"James Tomkins",75,43,143,1
"5712",109898,"Jack Collison",75,148,48,1
"5713",110106,"Josimar Lima",65,130,20,1
"5714",110107,"Niels Vorthoren",63,52,15,1
"5715",110108,"Lex van Haeften",56,273,1,1
"5716",110110,"Ryan Koolwijk",70,42,121,1
"5717",110112,"Arjan van Dijk",63,314,12,1
"5718",110113,"Daan Bovenberg",68,48,90,1
"5719",110115,"Joshua John",73,60,27,1
"5720",110116,"Tim Breukers",69,62,134,1
"5721",110128,"Bart van Brakel",63,57,6,1
"5722",110132,"Rick Verbeek",63,52,2,1
"5723",110135,"Sjoerd Overgoor",66,57,92,1
"5724",110136,"Rik Sebens",58,62,2,1
"5725",110137,"Arnor Smarason",67,53,3,1
"5726",110138,"Calvin Jong-a-Pin",68,57,59,1
"5727",110139,"Geert Arend Roorda",69,54,26,1
"5728",110140,"Donovan Deekman",65,131,6,1
"5729",110142,"Jeroen Veldmate",67,67,43,1
"5730",110145,"Martijn van der Laan",67,51,55,1
"5731",110146,"Shkodran Metaj",65,50,27,1
"5732",110147,"Douglas",79,45,130,1
"5733",110148,"Marko Arnautovic",79,64,136,3
"5734",110150,"Kees van Buuren",61,46,22,1
"5735",110154,"Wesley de Ruiter",66,328,42,1
"5736",110156,"Gianluca Nijholt",68,36,21,1
"5737",110159,"Donny Gorter",69,53,95,1
"5738",110161,"Michiel Kramer",74,65,71,1
"5739",110168,"Kevin van Diermen",67,60,45,1
"5740",110169,"Aron Gunnarsson",70,47,17,1
"5741",110184,"Dion Malone",68,51,104,1
"5742",110185,"Ruud van de Rijt",63,53,4,1
"5743",110189,"Nacer Chadli",79,58,124,2
"5744",110206,"Melvin de Leeuw",62,49,22,1
"5745",110214,"Joey van den Berg",72,51,109,1
"5746",110331,"Brayan Angulo",70,125,50,1
"5747",110378,"Panagiotis Tachtsidis",75,62,72,1
"5748",110382,"Matias Omar Degra",66,340,21,1
"5749",110738,"Graham Cummins",62,45,23,1
"5750",110878,"Stergos Marinos",71,61,39,1
"5751",110883,"Matias Rodriguez",73,51,1,1
"5752",110947,"Chris Herd",70,68,31,1
"5753",110948,"Nikos Karelis",73,49,7,1
"5754",111025,"Srdjan Blazic",64,326,12,1
"5755",111033,"Matias Alustiza",74,46,1,1
"5756",111060,"Callum McGregor",67,54,23,1
"5757",111068,"Christian Bekamenga",71,56,17,1
"5758",111182,"Zsolt Laczko",68,35,7,1
"5759",111190,"Laure",74,49,93,1
"5760",111193,"Thomas Bosmel",63,316,3,1
"5761",111194,"Ismaila N'Diaye",64,57,32,2
"5762",111199,"Marco Pappa",71,47,2,1
"5763",111237,"Vicente Iborra",81,54,147,1
"5764",111703,"Loic Nestor",65,61,9,1
"5765",111704,"Selim Bouadla",64,61,6,2
"5766",111739,"Simone Romagnoli",71,55,36,1
"5767",111747,"Daniele Ragatzu",70,49,8,1
"5768",111787,"Mathieu Dossevi",75,60,129,2
"5769",111794,"Luca Siligardi",73,56,34,1
"5770",111800,"Kyle Naughton",74,51,95,1
"5771",111801,"Alfred N'Diaye",77,56,111,3
"5772",111818,"Simone Benedetti",70,45,4,1
"5773",111819,"Jean-Philippe Sabo",64,50,1,1
"5774",111858,"Daniel Opare",75,50,39,2
"5775",111862,"Kwadwo Asamoah",82,46,176,1
"5776",111865,"Maynor Figueroa",76,50,208,1
"5777",111885,"Efrain Juarez",79,40,20,2
"5778",111897,"Marco Fabian",75,56,9,1
"5779",111909,"Michael Basser Chretien",76,58,69,1
"5780",111917,"Amadou Sidibe",63,140,17,1
"5781",111925,"Chaker Zouaghi",63,52,29,1
"5782",111930,"Ahmed El Mohamady",77,42,109,1
"5783",111973,"Gilberto",65,41,23,1
"5784",111975,"Manucho",76,54,70,2
"5785",111994,"Tsepo Masilela",73,50,11,1
"5786",112012,"Emmanuel Mayuka",73,56,54,3
"5787",112035,"Kagisho Dikgacoi",72,43,32,1
"5788",112107,"Erwin Mulder",74,377,150,1
"5789",112117,"Diallo Guidilleye",69,58,5,1
"5790",112119,"Charlison Benschop",73,58,58,3
"5791",112122,"Serhat Koc",66,114,3,1
"5792",112123,"Paul Hanlon",65,125,149,1
"5793",112204,"Igor Martinez",72,45,5,1
"5794",112205,"Cala",74,57,63,2
"5795",112297,"David Obua",69,138,69,1
"5796",112397,"Vitor Gomes",72,52,101,1
"5797",112424,"Roberto",72,38,33,1
"5798",112471,"Erik Falkenburg",70,53,159,1
"5799",112476,"Lorenzo Ariaudo",74,47,72,1
"5800",112477,"Maikel van der Werff",73,49,75,1
"5801",112561,"Boubacar Mansaly",60,48,1,1
"5802",112563,"Hans Martinez",70,42,1,1
"5803",112656,"Ariel Borysiuk",70,61,123,2
"5804",112704,"Michael Kovacevic",69,49,85,1
"5805",112758,"Ignacio Camacho",81,55,134,1
"5806",112801,"Marinho",72,128,119,1
"5807",112848,"Carlos Labrin",69,62,9,1
"5808",112881,"Joao Luiz",65,57,51,1
"5809",112934,"Emil Lyng",62,60,4,2
"5810",112935,"Mads Albaek",72,52,25,1
"5811",112976,"Adrian Nikci",68,40,55,2
"5812",112978,"Roman Buerki",80,396,178,2
"5813",112979,"Aron Liechti",56,119,2,1
"5814",112981,"Michael Siegfried",59,54,63,1
"5815",113005,"Hal Robson-Kanu",68,54,13,1
"5816",113186,"Emir Sinanovic",49,125,12,1
"5817",113189,"Rostyn Griffiths",66,44,17,1
"5818",113227,"Moreno Costanzo",69,59,172,1
"5819",113231,"Mike Gomes",55,46,24,1
"5820",113232,"Maxime Vuille",54,125,1,1
"5821",113235,"Burim Kukeli",65,69,137,1
"5822",113237,"Ridge Munsy",65,64,22,1
"5823",113238,"Janko Pacar",59,50,5,1
"5824",113239,"Fabio Daprela",70,40,30,3
"5825",113270,"Sander Fischer",70,60,66,1
"5826",113292,"Joey Suk",63,45,15,2
"5827",113311,"Mauro Dos Santos",72,53,57,1
"5828",113318,"Facundo Sebastian Roncaglia",79,65,108,2
"5829",113340,"Jens Hegeler",75,56,76,1
"5830",113422,"Pascal Schuerpf",58,58,24,1
"5831",113465,"Junior Hoilett",78,45,83,1
"5832",113517,"Bruno Severino",67,42,2,1
"5833",113599,"Lucas Armando Mareque",71,60,39,1
"5834",113604,"Adrian Daniel Calello",61,56,8,1
"5835",113627,"Hernan Dario Bernardello",76,52,68,1
"5836",113631,"Mauro Formica",72,59,28,2
"5837",113672,"Mateo Pablo Musacchio",81,46,117,1
"5838",113695,"Cristian Alvarez",77,379,70,1
"5839",113702,"Mariano Angel Paglialunga",68,55,1,1
"5840",113757,"Milton Joel Caraglio",73,50,3,1
"5841",113762,"Santiago Morero",72,49,54,1
"5842",113769,"Lucas Pratto",79,59,4,1
"5843",113772,"Chris Basham",69,48,7,1
"5844",113774,"Nicolas Bianchi Arce",71,49,5,1
"5845",113792,"Jonathan Cristaldo",74,63,19,1
"5846",113794,"Damian Leandro Casalinuovo",70,122,22,1
"5847",113836,"Danny Welbeck",80,48,99,1
"5848",113868,"Victor Vazquez",77,55,69,1
"5849",113902,"Mirko Boland",72,55,29,1
"5850",113908,"Liam Bridcutt",74,62,19,1
"5851",113968,"Claudio Yacob",79,36,100,1
"5852",113976,"Marcos Antonio",73,55,15,2
"5853",114011,"Stjepan Kukuruzovic",63,45,67,1
"5854",114016,"Vullnet Basha",67,52,48,1
"5855",114018,"Mathieu Debonnaire",56,279,8,1
"5856",114021,"Alexandre Pasche",62,43,49,1
"5857",114025,"Tony Jantschke",80,43,147,1
"5858",114044,"Alvaro Dominguez",78,61,146,2
"5859",114068,"Thomas Piermayr",60,50,16,1
"5860",114076,"Cristian Gamboa",74,56,1,1
"5861",114158,"David Witteveen",69,45,5,1
"5862",114211,"Miro Varvodic",68,322,7,1
"5863",114212,"Goran Jozinovic",57,50,15,1
"5864",114215,"Mario Maloca",71,57,18,1
"5865",114216,"Mario Ticinovic",64,58,22,1
"5866",114218,"William Buckley",72,38,9,1
"5867",114222,"Jack Compton",63,42,3,1
"5868",114268,"Dejan Lovren",80,53,144,2
"5869",114270,"Silvio Rodic",61,305,25,1
"5870",114333,"Lukas Marecek",71,51,35,2
"5871",114337,"Joel Ekstrand",71,72,4,1
"5872",114339,"Cristian Maidana",74,63,6,1
"5873",114364,"Wesley",76,50,19,1
"5874",114368,"Valery Nahayo",68,30,19,1
"5875",114475,"Luca Di Matteo",66,47,2,1
"5876",114492,"Kevin Pezzoni",70,44,62,1
"5877",114503,"Abiola Dauda",69,58,22,2
"5878",114558,"Kevin Strootman",81,48,136,2
"5879",114582,"Helton Dos Reis",51,107,2,1
"5880",114601,"Juan Angel Neira",68,54,1,1
"5881",114650,"Jan Moravek",73,42,54,1
"5882",114651,"Mateus",74,45,90,1
"5883",114664,"Daniel Pavlovic",65,61,137,2
"5884",114680,"Jonathan Urretaviscaya",75,143,31,2
"5885",114688,"Claudemir",76,60,65,2
"5886",114715,"Emiliano Ariel Dudar",68,45,60,1
"5887",114724,"Pedrinho",71,64,95,2
"5888",114735,"Nick von Niederhausern",59,65,42,1
"5889",114737,"Marwin Hitz",77,380,89,1
"5890",114738,"Luca Zuffi",76,58,98,1
"5891",114742,"Anthony Sauthier",63,50,39,1
"5892",114746,"Vincenzo Rennella",72,59,33,3
"5893",114762,"Manolo Reina",72,353,18,1
"5894",114769,"Miguel Britos",77,57,151,2
"5895",114789,"Lukas Schenkel",60,96,82,1
"5896",114790,"Adrian Winter",66,68,129,1
"5897",114792,"Jerome Thiesson",60,36,192,1
"5898",114794,"Pa Modou Jagne",65,57,122,1
"5899",114816,"Michal Pazdan",69,62,143,1
"5900",114817,"Michal Gliwa",61,298,69,1
"5901",114822,"Grzegorz Sandomierski",68,337,104,1
"5902",114827,"Luis Alfonso Henriquez",68,50,106,1
"5903",114963,"Fabian Giefer",74,355,42,1
"5904",114971,"Paulinho",81,52,31,1
"5905",115006,"Bartosz Kaniecki",59,286,17,1
"5906",115018,"Leo Fortunato",71,113,1,1
"5907",115067,"Nemanja Matic",84,57,154,3
"5908",115068,"Martin Juhar",63,63,11,1
"5909",115143,"Mariusz Przybylski",68,58,107,1
"5910",115160,"Brown Ideye",76,52,93,3
"5911",115184,"Danijel Subasic",81,403,108,1
"5912",115190,"Sreten Sretenovic",67,93,27,1
"5913",115229,"Guilherme Santos",71,145,17,1
"5914",115253,"Anton Sloboda",63,44,52,1
"5915",115266,"Kristian Kolcak",62,71,20,1
"5916",115268,"Michal Peskovic",66,330,79,1
"5917",115297,"Fabian Monzon",74,61,60,3
"5918",115330,"Cristian Pasquato",74,42,8,1
"5919",115373,"Matija Skarabot",63,45,13,1
"5920",115377,"Goran Galesic",65,52,6,1
"5921",115392,"Sebino Plaku",63,52,14,1
"5922",115429,"Delvin N'Dinga",75,45,70,1
"5923",115440,"Ridge Mickael Mobulu",52,52,1,1
"5924",115488,"Paulo Arantes",62,38,12,1
"5925",115489,"Goldim Diego Gaucho",67,56,52,1
"5926",115495,"Luis Manuel",67,46,48,1
"5927",115512,"David Simao",74,65,121,1
"5928",115519,"Luisinho",75,49,77,2
"5929",115525,"Eder Sciola",67,98,18,1
"5930",115585,"Zaur Sadaev",70,50,20,1
"5931",115591,"Ricardo Rodriguez",83,66,150,2
"5932",115670,"Konstantin Rausch",75,49,165,1
"5933",115675,"Mark Ridgers",60,303,25,1
"5934",115681,"Jake Livermore",74,46,80,1
"5935",115700,"Leonardo Sanchez",67,51,11,1
"5936",115719,"Dejan Skolnik",69,57,37,1
"5937",115723,"Jules Reimerink",66,57,11,1
"5938",115724,"Grzegorz Kuswik",68,64,76,1
"5939",115739,"Nemanja Nikolic",74,53,30,1
"5940",115798,"Baba",76,49,101,2
"5941",115847,"Hiroshi Kiyotake",77,54,111,1
"5942",115862,"Ramon Cecchini",57,57,7,1
"5943",115863,"Kristian Kuzmanovic",57,63,2,1
"5944",115980,"Garath McCleary",72,60,15,1
"5945",116011,"El Fardou Ben Nabouhane",54,51,1,1
"5946",116085,"Eoin Doyle",66,66,34,1
"5947",116183,"Jose Velazquez",69,54,21,1
"5948",116253,"Juan Falcon",71,45,14,1
"5949",116555,"Duvan Zapata",77,40,27,1
"5950",116603,"Genki Omae",68,55,2,1
"5951",116642,"Yuki Otsu",67,58,8,1
"5952",116645,"Hiroki Sakai",72,46,86,1
"5953",116750,"Ricky van Wolfswinkel",77,49,151,5
"5954",116756,"Marcin Wodecki",64,51,51,1
"5955",116772,"Thomas Mueller",86,52,198,1
"5956",116788,"Admir Aganovic",61,55,11,1
"5957",116871,"Tadeusz Socha",64,58,83,1
"5958",116872,"Lukasz Tyminski",58,63,69,1
"5959",116874,"Krzysztof Janus",62,59,39,1
"5960",116881,"Adrian Paluchowski",61,117,9,1
"5961",116885,"Maksymilian Rogalski",64,54,68,1
"5962",116907,"Paolo Hurtado",73,55,48,1
"5963",117432,"Jiloan Hamad",71,47,5,1
"5964",117541,"Tjaronn Chery",72,48,126,1
"5965",117545,"Sean Morrison",70,65,15,1
"5966",117556,"Radoslaw Pruchnik",61,40,26,1
"5967",118049,"El-Arbi Hilal Soudani",72,50,27,1
"5968",118182,"Kheireddine Kiko Zarabi",69,56,22,1
"5969",118298,"Clemens Walch",67,39,9,1
"5970",118346,"Filip Luksik",65,53,21,1
"5971",118356,"Bigambo Rochat",53,55,3,1
"5972",118359,"Anatole Ngamukol",68,45,58,1
"5973",118386,"Bastian Schulz",67,49,13,1
"5974",118390,"Freddie Sears",71,99,13,1
"5975",118433,"Luis Pedro",67,53,8,1
"5976",118434,"Alexander Buettner",75,57,80,3
"5977",118441,"Edson Henrique",70,121,31,1
"5978",118508,"Fedor Smolov",76,66,5,1
"5979",118528,"Michu",80,53,89,3
"5980",118530,"Lukasz Hanzel",65,47,116,1
"5981",118601,"Rafik Halliche",71,129,42,1
"5982",118616,"Giancarlo Gonzalez",77,56,63,1
"5983",118666,"Pape Moussa Diakhate",55,59,8,1
"5984",118713,"Jurgen Prutsch",62,50,5,1
"5985",118730,"Eyong Enoh",74,58,99,3
"5986",118822,"Maciej Dabrowski",68,52,75,1
"5987",118843,"Wiljan Pluim",68,50,86,1
"5988",118848,"Robbin Ruiter",75,373,123,1
"5989",118850,"Anthony Lippini",67,43,26,1
"5990",118879,"Nikola Gulan",68,45,16,2
"5991",118883,"Agim Ibraimi",74,54,8,1
"5992",118896,"Peter Pawlett",70,62,105,1
"5993",118897,"Ryan Jack",69,56,164,1
"5994",118929,"Jordi Gomez",74,154,88,1
"5995",119005,"Bernard Parker",73,67,3,1
"5996",119014,"Darko Lazovic",74,55,6,1
"5997",119079,"Alex McCarthy",75,368,22,1
"5998",119100,"Ignacio Fideleff",73,52,4,1
"5999",119117,"Reginald Goreux",72,57,72,1
"6000",119118,"Moussa Gueye",63,44,19,2
"6001",119273,"Marcus Olsson",69,62,10,1
"6002",119305,"Agon Mehmeti",67,42,15,2
"6003",119351,"Zavon Hines",72,44,9,1
"6004",119427,"Aytac Sulu",75,48,33,1
"6005",119435,"Niall McGinn",70,59,147,1
"6006",119525,"Sebastian Rudy",77,56,155,1
